Make,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Model
Pontiac,0.0,43174.0,32644.0,20625.0,9638.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrent
Pontiac,64271.0,45221.0,37170.0,46551.0,33842.0,97.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vibe
Porsche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5276.0,3880.0,3447.0,4656.0,718
Porsche,10107.0,12045.0,12493.0,8324.0,6839.0,5737.0,6016.0,8528.0,10442,10433.0,9898.0,8901.0,8970.0,9783.0,9265.0,8839.0,9167.0,911
Porsche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96.0,203.0,1.0,0.0,0.0,0.0,0.0,0.0,918 Spyder
Porsche,7879.0,4503.0,3622.0,2982.0,1909.0,2177.0,1773.0,2894.0,4570,3875.0,3102.0,2670.0,2287.0,0.0,0.0,0.0,0.0,Boxster
Porsche,340.0,85.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carrera GT
Porsche,13607.0,10569.0,12547.0,11216.0,7735.0,8343.0,12978.0,15545.0,18507,16205.0,16473.0,15383.0,13203.0,11106.0,19001.0,18092.0,21048.0,Cayenne
Porsche,0.0,7025.0,6027.0,3513.0,1966.0,1322.0,1377.0,462.0,3383,3417.0,3561.0,3590.0,2800.0,0.0,0.0,0.0,0.0,Cayman
Porsche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7241.0,13533.0,19332.0,21429.0,22954.0,22667.0,18633.0,22002.0,Macan
Porsche,0.0,0.0,0.0,0.0,1247.0,7741.0,6879.0,7614.0,5421,5740.0,4986.0,4403.0,6431.0,8114.0,6625.0,3871.0,3555.0,Panamera
Porsche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,130.0,4404.0,8747.0,Taycan
Saab,5940.0,1435.0,118.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9-2X
Saab,24108.0,24134.0,22979.0,15167.0,5428.0,4533.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9-3
Saab,6023.0,4991.0,4357.0,2538.0,1034.0,811.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9-5
Saab,2272.0,5789.0,5257.0,3660.0,2218.0,102.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9-7X
Saturn,0.0,0.0,0.0,11968.0,6298.0,25.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Astra
Saturn,0.0,19746.0,59964.0,59380.0,21395.0,644.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aura
Saturn,100891.0,102042.0,47873.0,315.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ion
Saturn,5036.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L-Series
Saturn,0.0,144.0,34748.0,25340.0,13115.0,2649.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Outlook
Saturn,15758.0,7171.0,1474.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Relay
Saturn,0.0,8671.0,11263.0,9162.0,3399.0,179.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sky
Saturn,0.0,88581.0,84767.0,81676.0,28429.0,3201.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vue
Scion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11417.0,18327,14062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR-S
Scion,0.0,0.0,0.0,0.0,0.0,0.0,248.0,8879.0,4046,2040.0,482.0,6.0,0.0,0.0,0.0,0.0,0.0,iQ
Scion,74415.0,79125.0,63852.0,40980.0,17998.0,15204.0,22433.0,22666.0,19094,17947.0,16459.0,9336.0,0.0,0.0,0.0,0.0,0.0,tC
Scion,28033.0,32603.0,9547.0,39.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xA
Scion,54037.0,61306.0,45834.0,45220.0,25461.0,20364.0,17017.0,19787.0,17849,16583.0,15223.0,2677.0,0.0,0.0,0.0,0.0,0.0,xB
Scion,0.0,0.0,10948.0,27665.0,14499.0,10110.0,9573.0,10756.0,9005,7377.0,794.0,9.0,0.0,0.0,0.0,0.0,0.0,xD
Smart,0.0,0.0,0.0,24622.0,14595.0,5927.0,5208.0,10009.0,9264,10453.0,7484.0,6211.0,3071.0,0.0,0.0,0.0,0.0,Fortwo
Subaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36211.0,81958.0,67623.0,74650.0,Ascent
Subaru,14797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B9 Tribeca
Subaru,6239.0,5241.0,1127.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baja
Subaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4144.0,8587,7504.0,5296.0,4141.0,4131.0,3834.0,2334.0,2267.0,2320.0,BRZ
Subaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,88927.0,95677.0,110138.0,144384.0,131152.0,119716.0,127466.0,Crosstrek
Subaru,53541.0,51258.0,44530.0,60748.0,77781.0,85080.0,76196.0,76347.0,123592,159953.0,175192.0,178593.0,177563.0,171613.0,180179.0,176996.0,154723.0,Forester
Subaru,33637.0,41148.0,46333.0,49098.0,46611.0,44395.0,27391.0,68175.0,58856,57996.0,66785.0,55238.0,117401.0,76400.0,66415.0,43628.0,34791.0,Impreza
Subaru,0.0,0.0,0.0,0.0,0.0,0.0,13805.0,13624.0,0,0.0,0.0,0.0,0.0,28730.0,21838.0,21178.0,27141.0,Impreza WRX
Subaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17969,25492.0,33734.0,33279.0,0.0,0.0,0.0,0.0,0.0,Impreza WRX/Sti
Subaru,0.0,0.0,0.0,66876.0,30974.0,38725.0,42401.0,47127.0,42291,52270.0,60447.0,65306.0,49837.0,40109.0,35063.0,27240.0,22766.0,Legacy
Subaru,87788.0,84442.0,78428.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Legacy/Outback
Subaru,0.0,0.0,0.0,0.0,55356.0,93148.0,104405.0,117553.0,118049,138790.0,152294.0,182898.0,188886.0,178854.0,181178.0,153290.0,154623.0,Outback
Subaru,0.0,18614.0,16790.0,10975.0,5930.0,2472.0,2791.0,2075.0,1598,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tribeca
Subaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7396.0,53741,70956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XV Crosstrek
Suzuki,7967.0,12221.0,16740.0,29563.0,20713.0,11606.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aerio/SX4
Suzuki,0.0,0.0,0.0,13.0,2221.0,1447.0,2127.0,1966.0,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equator
Suzuki,41394.0,48579.0,42113.0,20796.0,3769.0,12.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forenza/Reno
Suzuki,8624.0,26931.0,19538.0,11936.0,7557.0,4478.0,4980.0,4954.0,1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grand Vitara
Suzuki,0.0,0.0,0.0,0.0,71.0,6138.0,6942.0,5566.0,1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kizashi
Suzuki,0.0,0.0,0.0,0.0,0.0,0.0,12519.0,12860.0,2859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SX4
Suzuki,8411.0,2302.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Verona
Suzuki,233.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vitara
Suzuki,15472.0,10948.0,23176.0,22551.0,4357.0,313.0,48.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XL7
Other Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2320.0,140317.0,161100.0,206500.0,121610.0,Tesla
Other Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28800.0,29950.0,14425.0,20301.0,11556.0,Tesla
Other Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24000.0,27250.0,19600.0,26100.0,7305.0,Tesla
Other Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40001.0,161527.0,Tesla
Toyota,103829.0,103086.0,87718.0,47878.0,19675.0,46531.0,44316.0,48755.0,51625,76906.0,97034.0,111970.0,128296.0,139694.0,131864.0,129052.0,144696.0,4Runner
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4133.0,3398.0,2476.0,1044.0,86 / FR-S
Scion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10507.0,7457.0,6846.0,0.0,0.0,0.0,0.0,Toyota 86/FR-S
Toyota,95318.0,88938.0,72945.0,42790.0,26935.0,28390.0,28925.0,29556.0,70990,67183.0,60065.0,48080.0,32583.0,33580.0,27767.0,18421.0,18280.0,Avalon
Toyota,431703.0,448445.0,473108.0,436617.0,356824.0,327804.0,308510.0,404886.0,408484,428606.0,429355.0,388618.0,387081.0,343439.0,336978.0,294348.0,313795.0,Camry
Toyota,3113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celica
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25755.0,49642.0,48930.0,42936.0,35707.0,C-HR
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,363332.0,360483.0,329196.0,303732.0,304850.0,237179.0,223215.0,Corolla
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7203.0,Corolla Cross
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5099.0,17727.0,0.0,0.0,0.0,0.0,0.0,Corolla iM
Toyota,341290.0,387388.0,371390.0,351007.0,296874.0,266082.0,240259.0,290947.0,302180,339498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corolla/Matrix
Toyota,1544.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Echo
Toyota,0.0,56225.0,55170.0,28668.0,11941.0,14959.0,13541.0,13656.0,13131,14718.0,229.0,9.0,4.0,0.0,0.0,0.0,1.0,FJ Cruiser
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,GR86
Toyota,137409.0,129794.0,127878.0,104661.0,83118.0,92121.0,101252.0,121055.0,127572,146127.0,158917.0,191379.0,215775.0,244511.0,239437.0,212276.0,264128.0,Highlander
Toyota,4870.0,3376.0,3251.0,3801.0,2261.0,1807.0,1662.0,2895.0,3082,3158.0,2687.0,3705.0,3100.0,3235.0,3536.0,3146.0,3711.0,Land Cruiser
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,72.0,1034.0,1838.0,1689.0,1502.0,499.0,2629.0,Mirai
Toyota,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MR2 Spyder
Toyota,107897.0,106971.0,181221.0,158884.0,139682.0,140928.0,0.0,0.0,0,0.0,113829.0,98866.0,108662.0,87590.0,69718.0,43525.0,59010.0,Prius
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35733.0,41979,40570.0,38484.0,20452.0,0.0,0.0,0.0,0.0,0.0,Prius C
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,128064.0,147507.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prius Liftback
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750.0,12088,13264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prius Plug-In
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4191.0,2474.0,0.0,0.0,0.0,0.0,0.0,Prius Prime
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145172,122776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prius Sedan
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,8399.0,40669.0,34989,30762.0,28290.0,14840.0,0.0,0.0,0.0,0.0,0.0,Prius V
Toyota,70518.0,152047.0,172752.0,137020.0,149088.0,170877.0,132237.0,171877.0,218249,267698.0,315412.0,352154.0,407594.0,427168.0,448068.0,430387.0,407739.0,RAV4
Toyota,45904.0,34315.0,23273.0,30693.0,16387.0,13848.0,13022.0,13151.0,13811,11806.0,12583.0,12771.0,12156.0,11121.0,10289.0,7364.0,8070.0,Sequoia
Toyota,161380.0,163269.0,138162.0,115944.0,84064.0,98337.0,111429.0,114725.0,121117,124502.0,137497.0,127791.0,111489.0,87672.0,73585.0,42885.0,14782.0,Sienna
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2884.0,5887.0,6830.0,Supra
Toyota,168831.0,178351.0,173238.0,144655.0,111824.0,106198.0,110705.0,141365.0,159485,155041.0,179562.0,191631.0,198124.0,245659.0,248801.0,238805.0,252490.0,Tacoma
Toyota,126529.0,124508.0,196555.0,137249.0,79385.0,93309.0,82908.0,101621.0,112732,118493.0,118880.0,115489.0,116285.0,118258.0,111673.0,109203.0,81959.0,Tundra
Toyota,0.0,0.0,0.0,1474.0,54410.0,47321.0,38904.0,43095.0,35846,29991.0,21351.0,589.0,14.0,0.0,0.0,13073.0,61718.0,Venza
Toyota,0.0,70308.0,84799.0,102328.0,63743.0,40076.0,32704.0,30590.0,21342,13274.0,0.0,0.0,44380.0,27209.0,21916.0,6436.0,205.0,Yaris
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16779.0,10872.0,0.0,0.0,0.0,0.0,0.0,Yaris Hatchback
Toyota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7605.0,27983.0,0.0,0.0,0.0,0.0,0.0,Yaris iA
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2449.0,3998.0,5537.0,Arteon
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27119.0,59677.0,81508.0,83201.0,72383.0,Atlas
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15147.0,44304.0,Atlas Sport
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,5626.0,28654.0,0,0.0,0.0,0.0,15166.0,14411.0,17215.0,4421.0,0.0,Beetle
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,842.0,520.0,18050,11768.0,9642.0,5837.0,0.0,0.0,0.0,0.0,0.0,Beetle Convertible
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25084,17414.0,13025.0,9830.0,0.0,0.0,0.0,0.0,0.0,Beetle Coupe
Volkswagen,0.0,0.0,0.0,2105.0,23872.0,27987.0,29502.0,21646.0,15672,9995.0,6276.0,3237.0,1355.0,455.0,58.0,17.0,0.0,CC
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,357.0,4232.0,3937.0,0.0,0.0,0.0,0.0,0.0,e-Golf
Volkswagen,0.0,3394.0,12744.0,12837.0,7204.0,6690.0,7533.0,6214.0,4178,3411.0,2993.0,387.0,1.0,0.0,0.0,0.0,0.0,Eos
Volkswagen,15690.0,17089.0,16399.0,15338.0,8071.0,0.0,17839.0,20677.0,16023,15941.0,19257.0,13764.0,68978.0,42271.0,37393.0,22495.0,6537.0,Golf
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,16867.0,16314.0,13310,17362.0,23669.0,23934.0,0.0,0.0,0.0,0.0,0.0,Golf GTI
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3894.0,1598,15.0,4141.0,4493.0,0.0,0.0,0.0,0.0,0.0,Golf R
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14009.0,15559.0,0.0,0.0,0.0,0.0,0.0,Golf SportWagen/Alltrack
Volkswagen,0.0,0.0,0.0,35408.0,15752.0,28286.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golf/Rabbit
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,16745.0,ID.4
Volkswagen,104063.0,103331.0,98951.0,97461.0,108427.0,123213.0,0.0,0.0,0,0.0,0.0,0.0,115807.0,90794.0,100453.0,90829.0,55113.0,Jetta
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,150515.0,146478.0,141259,141354.0,128438.0,121102.0,0.0,0.0,0.0,0.0,0.0,Jetta Sedan
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,26845.0,23946.0,22534,19519.0,2671.0,5.0,0.0,0.0,0.0,0.0,0.0,Jetta SportWagen
Volkswagen,36339.0,35110.0,31021.0,26477.0,14085.0,16537.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Beetle
Volkswagen,49233.0,54208.0,37183.0,30034.0,11138.0,12497.0,0.0,0.0,109652,96649.0,78207.0,73002.0,60722.0,41401.0,14123.0,24597.0,24398.0,Passat
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,22779.0,117023.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Passat Sedan
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Passat Wagon
Volkswagen,820.0,235.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phaeton
Volkswagen,0.0,11610.0,25445.0,20070.0,7681.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rabbit 
Volkswagen,0.0,0.0,0.0,3387.0,14681.0,15961.0,12473.0,10483.0,2109,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Routan
Volkswagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31703.0,Taos
Volkswagen,0.0,0.0,0.0,8664.0,13903.0,20946.0,25990.0,31731.0,30002,25121.0,35843.0,43638.0,46983.0,103022.0,109963.0,110502.0,109742.0,Tiguan
Volkswagen,18050.0,10163.0,8812.0,6755.0,4392.0,4713.0,7535.0,10553.0,8233,6961.0,7037.0,4223.0,3545.0,2022.0,160.0,3.0,0.0,Touareg
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,40 Series
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12176.0,20190.0,15729.0,14846.0,60-Series
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9892.0,4052.0,3195.0,1495.0,90-Series
Volvo,0.0,0.0,2090.0,4299.0,4267.0,3906.0,3471.0,2827.0,1361,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C30
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,C40
Volvo,1442.0,3952.0,4548.0,5563.0,5170.0,4368.0,4933.0,4441.0,3234,779.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,C70
Volvo,24241.0,24566.0,18141.0,9687.0,7957.0,5623.0,2984.0,51.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S40
Volvo,24695.0,25753.0,18511.0,8966.0,5895.0,1437.0,21282.0,23356.0,23210,20457.0,16706.0,14218.0,16825.0,0.0,0.0,0.0,0.0,S60
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,287.0,571.0,0.0,0.0,0.0,0.0,0.0,S60 CC
Volvo,10181.0,5469.0,12347.0,11038.0,8331.0,7224.0,4735.0,3277.0,1935,1753.0,1887.0,644.0,7.0,0.0,0.0,0.0,0.0,S80
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2756.0,11090.0,0.0,0.0,0.0,0.0,S90
Volvo,5671.0,4138.0,2850.0,1856.0,2155.0,1720.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V50
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0,4990.0,4362.0,3407.0,0.0,0.0,0.0,0.0,0.0,V60
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2769.0,2725.0,0.0,0.0,0.0,0.0,0.0,V60 CC
Volvo,7394.0,5604.0,3769.0,3224.0,1816.0,895.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V70
Volvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12420.0,17647.0,23778.0,26802.0,XC40
Volvo,0.0,0.0,0.0,0.0,9262.0,12030.0,12932.0,19139.0,19766,19276.0,26134.0,20452.0,22516.0,32689.0,30578.0,32078.0,41582.0,XC60
Volvo,13998.0,13136.0,12630.0,9490.0,5825.0,6626.0,5716.0,5513.0,4882,5093.0,5118.0,5425.0,0.0,0.0,0.0,0.0,0.0,XC70
Volvo,35976.0,33200.0,31336.0,18980.0,10757.0,10119.0,10609.0,9513.0,6845,3952.0,12777.0,32526.0,30996.0,31609.0,35760.0,34251.0,38657.0,XC90
